Sr.No,Salt Name,Formula,Composition,Molecular Weight (g/mol),Valency (eq per mole),Equivalent Weight (g/eq),Molarity ,Normality,Volume (ml),Volume (L),Molar solution Weight  (g),Normal solution Weight (g)
14,Potassium dichromate,K2Cr2O7,K2; Cr2; O7,294.1896,6,49.0316,2,2,25,0.025,14.70948,2.45158
14,Potassium dichromate,K2Cr2O7,K2; Cr2; O7,294.1896,6,49.0316,2,2,50,0.05,29.41896,4.90316
14,Potassium dichromate,K2Cr2O7,K2; Cr2; O7,294.1896,6,49.0316,2,2,100,0.1,58.83792,9.80632
14,Potassium dichromate,K2Cr2O7,K2; Cr2; O7,294.1896,6,49.0316,2,2,250,0.25,147.0948,24.5158
14,Potassium dichromate,K2Cr2O7,K2; Cr2; O7,294.1896,6,49.0316,2,2,500,0.5,294.1896,49.0316
14,Potassium dichromate,K2Cr2O7,K2; Cr2; O7,294.1896,6,49.0316,2,2,1000,1,588.3792,98.0632
15,Lithium Carbonate,Li2CO3,Li2; C1; O3,73.8877,2,36.94385,0.1,0.1,25,0.025,0.18471925,0.092359625
15,Lithium Carbonate,Li2CO3,Li2; C1; O3,73.8877,2,36.94385,0.1,0.1,50,0.05,0.3694385,0.18471925
15,Lithium Carbonate,Li2CO3,Li2; C1; O3,73.8877,2,36.94385,0.1,0.1,100,0.1,0.738877,0.3694385
15,Lithium Carbonate,Li2CO3,Li2; C1; O3,73.8877,2,36.94385,0.1,0.1,250,0.25,1.8471925,0.92359625
15,Lithium Carbonate,Li2CO3,Li2; C1; O3,73.8877,2,36.94385,0.1,0.1,500,0.5,3.694385,1.8471925
15,Lithium Carbonate,Li2CO3,Li2; C1; O3,73.8877,2,36.94385,0.1,0.1,1000,1,7.38877,3.694385
15,Lithium Carbonate,Li2CO3,Li2; C1; O3,73.8877,2,36.94385,0.25,0.25,25,0.025,0.461798125,0.2308990625
15,Lithium Carbonate,Li2CO3,Li2; C1; O3,73.8877,2,36.94385,0.25,0.25,50,0.05,0.92359625,0.461798125
15,Lithium Carbonate,Li2CO3,Li2; C1; O3,73.8877,2,36.94385,0.25,0.25,100,0.1,1.8471925,0.92359625
15,Lithium Carbonate,Li2CO3,Li2; C1; O3,73.8877,2,36.94385,0.25,0.25,250,0.25,4.61798125,2.308990625
15,Lithium Carbonate,Li2CO3,Li2; C1; O3,73.8877,2,36.94385,0.25,0.25,500,0.5,9.2359625,4.61798125
15,Lithium Carbonate,Li2CO3,Li2; C1; O3,73.8877,2,36.94385,0.25,0.25,1000,1,18.471925,9.2359625
15,Lithium Carbonate,Li2CO3,Li2; C1; O3,73.8877,2,36.94385,0.5,0.5,25,0.025,0.92359625,0.461798125
15,Lithium Carbonate,Li2CO3,Li2; C1; O3,73.8877,2,36.94385,0.5,0.5,50,0.05,1.8471925,0.92359625
15,Lithium Carbonate,Li2CO3,Li2; C1; O3,73.8877,2,36.94385,0.5,0.5,100,0.1,3.694385,1.8471925
15,Lithium Carbonate,Li2CO3,Li2; C1; O3,73.8877,2,36.94385,0.5,0.5,250,0.25,9.2359625,4.61798125
15,Lithium Carbonate,Li2CO3,Li2; C1; O3,73.8877,2,36.94385,0.5,0.5,500,0.5,18.471925,9.2359625
15,Lithium Carbonate,Li2CO3,Li2; C1; O3,73.8877,2,36.94385,0.5,0.5,1000,1,36.94385,18.471925
15,Lithium Carbonate,Li2CO3,Li2; C1; O3,73.8877,2,36.94385,1,1,25,0.025,1.8471925,0.92359625
15,Lithium Carbonate,Li2CO3,Li2; C1; O3,73.8877,2,36.94385,1,1,50,0.05,3.694385,1.8471925
15,Lithium Carbonate,Li2CO3,Li2; C1; O3,73.8877,2,36.94385,1,1,100,0.1,7.38877,3.694385
15,Lithium Carbonate,Li2CO3,Li2; C1; O3,73.8877,2,36.94385,1,1,250,0.25,18.471925,9.2359625
15,Lithium Carbonate,Li2CO3,Li2; C1; O3,73.8877,2,36.94385,1,1,500,0.5,36.94385,18.471925
15,Lithium Carbonate,Li2CO3,Li2; C1; O3,73.8877,2,36.94385,1,1,1000,1,73.8877,36.94385
15,Lithium Carbonate,Li2CO3,Li2; C1; O3,73.8877,2,36.94385,2,2,25,0.025,3.694385,1.8471925
15,Lithium Carbonate,Li2CO3,Li2; C1; O3,73.8877,2,36.94385,2,2,50,0.05,7.38877,3.694385
15,Lithium Carbonate,Li2CO3,Li2; C1; O3,73.8877,2,36.94385,2,2,100,0.1,14.77754,7.38877
15,Lithium Carbonate,Li2CO3,Li2; C1; O3,73.8877,2,36.94385,2,2,250,0.25,36.94385,18.471925
15,Lithium Carbonate,Li2CO3,Li2; C1; O3,73.8877,2,36.94385,2,2,500,0.5,73.8877,36.94385
15,Lithium Carbonate,Li2CO3,Li2; C1; O3,73.8877,2,36.94385,2,2,1000,1,147.7754,73.8877
16,Lithium Chloride,LiCl,Li1; Cl1,42.393,1,42.393,0.1,0.1,25,0.025,0.1059825,0.1059825
16,Lithium Chloride,LiCl,Li1; Cl1,42.393,1,42.393,0.1,0.1,50,0.05,0.211965,0.211965
16,Lithium Chloride,LiCl,Li1; Cl1,42.393,1,42.393,0.1,0.1,100,0.1,0.42393,0.42393
16,Lithium Chloride,LiCl,Li1; Cl1,42.393,1,42.393,0.1,0.1,250,0.25,1.059825,1.059825
16,Lithium Chloride,LiCl,Li1; Cl1,42.393,1,42.393,0.1,0.1,500,0.5,2.11965,2.11965
16,Lithium Chloride,LiCl,Li1; Cl1,42.393,1,42.393,0.1,0.1,1000,1,4.2393,4.2393
16,Lithium Chloride,LiCl,Li1; Cl1,42.393,1,42.393,0.25,0.25,25,0.025,0.26495625,0.26495625
16,Lithium Chloride,LiCl,Li1; Cl1,42.393,1,42.393,0.25,0.25,50,0.05,0.5299125,0.5299125
16,Lithium Chloride,LiCl,Li1; Cl1,42.393,1,42.393,0.25,0.25,100,0.1,1.059825,1.059825
16,Lithium Chloride,LiCl,Li1; Cl1,42.393,1,42.393,0.25,0.25,250,0.25,2.6495625,2.6495625
16,Lithium Chloride,LiCl,Li1; Cl1,42.393,1,42.393,0.25,0.25,500,0.5,5.299125,5.299125
16,Lithium Chloride,LiCl,Li1; Cl1,42.393,1,42.393,0.25,0.25,1000,1,10.59825,10.59825
16,Lithium Chloride,LiCl,Li1; Cl1,42.393,1,42.393,0.5,0.5,25,0.025,0.5299125,0.5299125
16,Lithium Chloride,LiCl,Li1; Cl1,42.393,1,42.393,0.5,0.5,50,0.05,1.059825,1.059825
16,Lithium Chloride,LiCl,Li1; Cl1,42.393,1,42.393,0.5,0.5,100,0.1,2.11965,2.11965
16,Lithium Chloride,LiCl,Li1; Cl1,42.393,1,42.393,0.5,0.5,250,0.25,5.299125,5.299125
16,Lithium Chloride,LiCl,Li1; Cl1,42.393,1,42.393,0.5,0.5,500,0.5,10.59825,10.59825
16,Lithium Chloride,LiCl,Li1; Cl1,42.393,1,42.393,0.5,0.5,1000,1,21.1965,21.1965
16,Lithium Chloride,LiCl,Li1; Cl1,42.393,1,42.393,1,1,25,0.025,1.059825,1.059825
16,Lithium Chloride,LiCl,Li1; Cl1,42.393,1,42.393,1,1,50,0.05,2.11965,2.11965
16,Lithium Chloride,LiCl,Li1; Cl1,42.393,1,42.393,1,1,100,0.1,4.2393,4.2393
16,Lithium Chloride,LiCl,Li1; Cl1,42.393,1,42.393,1,1,250,0.25,10.59825,10.59825
16,Lithium Chloride,LiCl,Li1; Cl1,42.393,1,42.393,1,1,500,0.5,21.1965,21.1965
16,Lithium Chloride,LiCl,Li1; Cl1,42.393,1,42.393,1,1,1000,1,42.393,42.393
16,Lithium Chloride,LiCl,Li1; Cl1,42.393,1,42.393,2,2,25,0.025,2.11965,2.11965
16,Lithium Chloride,LiCl,Li1; Cl1,42.393,1,42.393,2,2,50,0.05,4.2393,4.2393
16,Lithium Chloride,LiCl,Li1; Cl1,42.393,1,42.393,2,2,100,0.1,8.4786,8.4786
16,Lithium Chloride,LiCl,Li1; Cl1,42.393,1,42.393,2,2,250,0.25,21.1965,21.1965
16,Lithium Chloride,LiCl,Li1; Cl1,42.393,1,42.393,2,2,500,0.5,42.393,42.393
16,Lithium Chloride,LiCl,Li1; Cl1,42.393,1,42.393,2,2,1000,1,84.786,84.786
17,Calcium Chloride,CaCl2 (anhydrous),Ca1; Cl2,110.984,2,55.492,0.1,0.1,25,0.025,0.27746,0.13873
17,Calcium Chloride,CaCl2 (anhydrous),Ca1; Cl2,110.984,2,55.492,0.1,0.1,50,0.05,0.55492,0.27746
17,Calcium Chloride,CaCl2 (anhydrous),Ca1; Cl2,110.984,2,55.492,0.1,0.1,100,0.1,1.10984,0.55492
17,Calcium Chloride,CaCl2 (anhydrous),Ca1; Cl2,110.984,2,55.492,0.1,0.1,250,0.25,2.7746,1.3873
17,Calcium Chloride,CaCl2 (anhydrous),Ca1; Cl2,110.984,2,55.492,0.1,0.1,500,0.5,5.5492,2.7746
17,Calcium Chloride,CaCl2 (anhydrous),Ca1; Cl2,110.984,2,55.492,0.1,0.1,1000,1,11.0984,5.5492
17,Calcium Chloride,CaCl2 (anhydrous),Ca1; Cl2,110.984,2,55.492,0.25,0.25,25,0.025,0.69365,0.346825
17,Calcium Chloride,CaCl2 (anhydrous),Ca1; Cl2,110.984,2,55.492,0.25,0.25,50,0.05,1.3873,0.69365
17,Calcium Chloride,CaCl2 (anhydrous),Ca1; Cl2,110.984,2,55.492,0.25,0.25,100,0.1,2.7746,1.3873
17,Calcium Chloride,CaCl2 (anhydrous),Ca1; Cl2,110.984,2,55.492,0.25,0.25,250,0.25,6.9365,3.46825
17,Calcium Chloride,CaCl2 (anhydrous),Ca1; Cl2,110.984,2,55.492,0.25,0.25,500,0.5,13.873,6.9365
17,Calcium Chloride,CaCl2 (anhydrous),Ca1; Cl2,110.984,2,55.492,0.25,0.25,1000,1,27.746,13.873
17,Calcium Chloride,CaCl2 (anhydrous),Ca1; Cl2,110.984,2,55.492,0.5,0.5,25,0.025,1.3873,0.69365
17,Calcium Chloride,CaCl2 (anhydrous),Ca1; Cl2,110.984,2,55.492,0.5,0.5,50,0.05,2.7746,1.3873
17,Calcium Chloride,CaCl2 (anhydrous),Ca1; Cl2,110.984,2,55.492,0.5,0.5,100,0.1,5.5492,2.7746
17,Calcium Chloride,CaCl2 (anhydrous),Ca1; Cl2,110.984,2,55.492,0.5,0.5,250,0.25,13.873,6.9365
17,Calcium Chloride,CaCl2 (anhydrous),Ca1; Cl2,110.984,2,55.492,0.5,0.5,500,0.5,27.746,13.873
17,Calcium Chloride,CaCl2 (anhydrous),Ca1; Cl2,110.984,2,55.492,0.5,0.5,1000,1,55.492,27.746
17,Calcium Chloride,CaCl2 (anhydrous),Ca1; Cl2,110.984,2,55.492,1,1,25,0.025,2.7746,1.3873
17,Calcium Chloride,CaCl2 (anhydrous),Ca1; Cl2,110.984,2,55.492,1,1,50,0.05,5.5492,2.7746
17,Calcium Chloride,CaCl2 (anhydrous),Ca1; Cl2,110.984,2,55.492,1,1,100,0.1,11.0984,5.5492
17,Calcium Chloride,CaCl2 (anhydrous),Ca1; Cl2,110.984,2,55.492,1,1,250,0.25,27.746,13.873
17,Calcium Chloride,CaCl2 (anhydrous),Ca1; Cl2,110.984,2,55.492,1,1,500,0.5,55.492,27.746
17,Calcium Chloride,CaCl2 (anhydrous),Ca1; Cl2,110.984,2,55.492,1,1,1000,1,110.984,55.492
17,Calcium Chloride,CaCl2 (anhydrous),Ca1; Cl2,110.984,2,55.492,2,2,25,0.025,5.5492,2.7746
17,Calcium Chloride,CaCl2 (anhydrous),Ca1; Cl2,110.984,2,55.492,2,2,50,0.05,11.0984,5.5492
17,Calcium Chloride,CaCl2 (anhydrous),Ca1; Cl2,110.984,2,55.492,2,2,100,0.1,22.1968,11.0984
17,Calcium Chloride,CaCl2 (anhydrous),Ca1; Cl2,110.984,2,55.492,2,2,250,0.25,55.492,27.746
17,Calcium Chloride,CaCl2 (anhydrous),Ca1; Cl2,110.984,2,55.492,2,2,500,0.5,110.984,55.492
17,Calcium Chloride,CaCl2 (anhydrous),Ca1; Cl2,110.984,2,55.492,2,2,1000,1,221.968,110.984
18,Calcium Carbonate,CaCO3,Ca1; C1; O3,100.0857,2,50.04285,0.1,0.1,25,0.025,0.25021425,0.125107125
18,Calcium Carbonate,CaCO3,Ca1; C1; O3,100.0857,2,50.04285,0.1,0.1,50,0.05,0.5004285,0.25021425
18,Calcium Carbonate,CaCO3,Ca1; C1; O3,100.0857,2,50.04285,0.1,0.1,100,0.1,1.000857,0.5004285
18,Calcium Carbonate,CaCO3,Ca1; C1; O3,100.0857,2,50.04285,0.1,0.1,250,0.25,2.5021425,1.25107125
18,Calcium Carbonate,CaCO3,Ca1; C1; O3,100.0857,2,50.04285,0.1,0.1,500,0.5,5.004285,2.5021425
18,Calcium Carbonate,CaCO3,Ca1; C1; O3,100.0857,2,50.04285,0.1,0.1,1000,1,10.00857,5.004285
18,Calcium Carbonate,CaCO3,Ca1; C1; O3,100.0857,2,50.04285,0.25,0.25,25,0.025,0.625535625,0.3127678125
18,Calcium Carbonate,CaCO3,Ca1; C1; O3,100.0857,2,50.04285,0.25,0.25,50,0.05,1.25107125,0.625535625
18,Calcium Carbonate,CaCO3,Ca1; C1; O3,100.0857,2,50.04285,0.25,0.25,100,0.1,2.5021425,1.25107125
18,Calcium Carbonate,CaCO3,Ca1; C1; O3,100.0857,2,50.04285,0.25,0.25,250,0.25,6.25535625,3.127678125
18,Calcium Carbonate,CaCO3,Ca1; C1; O3,100.0857,2,50.04285,0.25,0.25,500,0.5,12.5107125,6.25535625
18,Calcium Carbonate,CaCO3,Ca1; C1; O3,100.0857,2,50.04285,0.25,0.25,1000,1,25.021425,12.5107125
18,Calcium Carbonate,CaCO3,Ca1; C1; O3,100.0857,2,50.04285,0.5,0.5,25,0.025,1.25107125,0.625535625
18,Calcium Carbonate,CaCO3,Ca1; C1; O3,100.0857,2,50.04285,0.5,0.5,50,0.05,2.5021425,1.25107125
18,Calcium Carbonate,CaCO3,Ca1; C1; O3,100.0857,2,50.04285,0.5,0.5,100,0.1,5.004285,2.5021425
18,Calcium Carbonate,CaCO3,Ca1; C1; O3,100.0857,2,50.04285,0.5,0.5,250,0.25,12.5107125,6.25535625
18,Calcium Carbonate,CaCO3,Ca1; C1; O3,100.0857,2,50.04285,0.5,0.5,500,0.5,25.021425,12.5107125
18,Calcium Carbonate,CaCO3,Ca1; C1; O3,100.0857,2,50.04285,0.5,0.5,1000,1,50.04285,25.021425
18,Calcium Carbonate,CaCO3,Ca1; C1; O3,100.0857,2,50.04285,1,1,25,0.025,2.5021425,1.25107125
18,Calcium Carbonate,CaCO3,Ca1; C1; O3,100.0857,2,50.04285,1,1,50,0.05,5.004285,2.5021425
18,Calcium Carbonate,CaCO3,Ca1; C1; O3,100.0857,2,50.04285,1,1,100,0.1,10.00857,5.004285
18,Calcium Carbonate,CaCO3,Ca1; C1; O3,100.0857,2,50.04285,1,1,250,0.25,25.021425,12.5107125
18,Calcium Carbonate,CaCO3,Ca1; C1; O3,100.0857,2,50.04285,1,1,500,0.5,50.04285,25.021425
18,Calcium Carbonate,CaCO3,Ca1; C1; O3,100.0857,2,50.04285,1,1,1000,1,100.0857,50.04285
18,Calcium Carbonate,CaCO3,Ca1; C1; O3,100.0857,2,50.04285,2,2,25,0.025,5.004285,2.5021425
18,Calcium Carbonate,CaCO3,Ca1; C1; O3,100.0857,2,50.04285,2,2,50,0.05,10.00857,5.004285
18,Calcium Carbonate,CaCO3,Ca1; C1; O3,100.0857,2,50.04285,2,2,100,0.1,20.01714,10.00857
18,Calcium Carbonate,CaCO3,Ca1; C1; O3,100.0857,2,50.04285,2,2,250,0.25,50.04285,25.021425
18,Calcium Carbonate,CaCO3,Ca1; C1; O3,100.0857,2,50.04285,2,2,500,0.5,100.0857,50.04285
18,Calcium Carbonate,CaCO3,Ca1; C1; O3,100.0857,2,50.04285,2,2,1000,1,200.1714,100.0857
